GeneID	controlL_rep2	PE60L_rep2	PE60L_rep1	PE200L_rep2	PE600L_rep2	PE600L_rep3	PE60L_rep3	PE200L_rep3	controlL_rep3	PE200L_rep1	PE600L_rep1	controlL_rep1
CQUJHB006832	0	0	0	0	0	3	5	0	0	0	0	3
CQUJHB008118	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006370	0	0	0	1	0	2	1	0	0	0	0	0
CQUJHB016652	115	44	169	297	270	295	19	27	0	72	17	36
CQUJHB017134	492	312	238	492	159	362	230	302	64	656	40	365
CQUJHB009073	162	43	204	59	81	96	95	106	39	161	82	134
CQUJHB016821	12351	993	2976	1840	1892	913	856	1872	740	4057	2288	5650
CQUJHB008043	5765	24684	6644	25173	19153	14352	5300	15313	15222	69	3124	8264
CQUJHB004032	174	1680	381	2433	1687	420	107	647	559	1	193	186
CQUJHB007580	2	0	1	1	0	0	1	0	0	0	1	0
CQUJHB011859	9	0	5	0	0	0	0	0	0	8	0	0
CQUJHB000222	421	117	840	128	181	46	108	106	367	456	635	820
CQUJHB011401	1888	119	1734	36	271	268	377	559	104	5342	4676	1309
CQUJHB012847	4	1	10	0	6	1	9	4	17	20	18	5
CQUJHB000940	29	0	68	4	9	6	5	2	21	29	38	159
CQUJHB000191	0	0	1	1	0	1	0	0	0	0	0	7
CQUJHB015179	3	0	14	3	0	1	0	1	3	12	7	24
CQUJHB014933	2233	931	2303	989	1333	964	1150	1295	742	2465	2350	3080
CQUJHB008745	1487	765	2418	1158	1049	715	719	915	759	2470	1931	2533
CQUJHB005563	59	31	84	22	20	31	45	21	8	100	49	90
CQUJHB001644	446	163	476	216	138	172	224	167	155	627	377	419
CQUJHB006999	342	11	696	19	10	61	60	60	26	418	79	411
CQUJHB001939	6675	22303	6626	52783	12879	16054	8140	14669	2971	1766	2671	9942
CQUJHB013775	595	3722	1863	5283	1692	1283	692	2711	923	495	605	1671
CQUJHB013266	1613	3810	1183	6335	2192	2994	1412	4324	413	146	230	1603
CQUJHB018095	17	0	7	1	0	0	8	1	0	14	3	1
CQUJHB014016	2831	0	19007	0	17	2868	36	20	0	18286	3701	638
CQUJHB004839	5	3	14	21	6	12	38	3	0	15	12	20
CQUJHB015009	8153	16366	9240	21627	9763	8367	9095	11727	9543	9595	9359	17697
CQUJHB009728	1563	1255	3573	740	1411	544	1089	1061	1722	2725	3204	3675
CQUJHB010018	60	58	72	39	73	26	46	38	45	54	112	151
CQUJHB003327	193	45	277	109	45	64	66	63	52	263	184	218
CQUJHB006713	920	105	481	139	156	67	85	91	155	3254	1564	403
CQUJHB012803	0	0	3	0	0	0	0	0	0	5	0	0
CQUJHB003857	204	69	297	82	148	77	81	108	83	342	227	274
CQUJHB010813	59	47	57	37	36	20	43	41	57	81	36	82
CQUJHB002332	51	27	85	28	65	11	35	46	20	134	86	120
CQUJHB014155	92	45	87	60	31	47	50	47	26	142	72	86
CQUJHB009339	114	54	132	56	87	29	70	105	71	191	127	214
CQUJHB007920	1035	492	1300	317	687	433	412	730	516	1139	961	1609
CQUJHB017546	171	49	169	53	62	43	55	46	43	241	133	138
CQUJHB007738	2317	162	473	252	274	114	107	218	135	769	481	782
CQUJHB000493	7350	500	705	887	573	243	332	596	367	1465	883	1345
CQUJHB000389	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003713	1340	210	1189	171	234	966	389	324	112	3331	1152	771
CQUJHB003678	576	111	691	194	174	281	239	205	145	937	565	556
CQUJHB004335	387	86	368	195	164	202	157	156	83	590	248	369
CQUJHB005159	18	0	15	2	2	0	3	9	3	6	7	22
CQUJHB008175	182	166	202	344	113	123	103	221	55	133	77	311
CQUJHB002831	2325	1825	751	1830	928	6452	1629	2727	299	1387	91	1548
CQUJHB002523	79	32	119	61	47	41	29	28	69	76	101	236
CQUJHB004533	683	432	1236	584	501	286	442	520	538	1326	819	1214
CQUJHB009440	1969	970	2518	1410	1244	866	727	1324	772	2342	1828	2852
CQUJHB017951	30	6	34	28	8	8	4	16	8	18	27	17
CQUJHB003853	291	135	375	156	138	123	122	170	249	467	358	406
CQUJHB014514	84	49	97	34	67	33	49	62	47	156	68	93
CQUJHB011394	16	22	25	19	23	11	8	17	0	42	16	24
CQUJHB008794	277	72	267	77	101	146	83	76	125	540	280	309
CQUJHB003167	161	44	255	74	94	55	84	60	70	268	242	262
CQUJHB006820	838	408	1141	381	501	374	560	517	426	1328	909	1243
CQUJHB015087	2	16	0	3	2	2	2	2	2	4	1	7
CQUJHB016509	21	16	65	2	12	11	25	22	46	78	69	42
CQUJHB005109	1034	555	1070	1047	617	564	662	327	239	1166	666	1342
CQUJHB003973	4762	340	1728	1461	741	648	419	427	267	9309	3114	1787
CQUJHB009637	30	4	21	22	14	9	1	3	3	26	11	46
CQUJHB013815	1792	300	965	576	432	464	820	431	237	4180	2124	700
CQUJHB007448	333	143	429	221	151	106	112	119	109	496	265	369
CQUJHB014927	32	7	59	13	10	5	5	6	1	174	19	71
CQUJHB013494	35	3	83	7	0	48	4	1	0	111	0	53
CQUJHB015341	115	123	542	1077	107	109	2	4	20	804	655	81
CQUJHB015777	37	6	49	14	19	4	38	9	15	63	25	48
CQUJHB000422	0	3	1	0	3	0	1	2	1	0	0	0
CQUJHB009192	2	0	1	0	1	0	0	0	0	0	1	0
CQUJHB011701	1	1	2	0	10	0	8	1	50	8	4	0
CQUJHB014667	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002223	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003360	1890	753	2425	1281	1127	899	998	645	928	3962	2210	1903
CQUJHB009583	2304	2233	3370	1817	2761	1468	2810	2120	2628	5634	2871	3060
CQUJHB008514	4	0	7	1	0	0	3	2	0	7	8	0
CQUJHB016975	946	279	1198	372	258	461	502	364	215	1224	687	952
CQUJHB013692	405	165	553	152	210	138	272	229	246	708	406	632
CQUJHB002567	6654	4433	7337	6909	4200	3467	2535	3881	3058	7188	6159	11568
CQUJHB015866	16	13	29	3	2	4	50	6	0	28	9	50
CQUJHB004308	142	23	185	48	43	41	56	18	54	284	239	121
CQUJHB006685	4645	5868	5852	7912	4361	3332	2779	4346	2898	6163	5417	9759
CQUJHB008242	859	134	739	497	310	301	268	308	149	1044	545	519
CQUJHB011971	440	160	628	225	230	248	261	236	117	705	454	707
CQUJHB005830	2	0	0	0	0	0	0	0	0	5	0	0
CQUJHB018294	13912	3545	14277	4290	7536	5220	8181	6375	5084	9388	8930	15551
CQUJHB013906	1132	526	636	303	410	228	296	1137	533	499	285	2022
CQUJHB008559	2759	1056	1292	474	1032	429	697	924	804	3227	2540	2391
CQUJHB010097	4337	2079	3312	1324	2049	1112	1832	2020	1369	4015	3299	4937
CQUJHB012361	404	179	377	350	260	1004	256	297	118	247	89	469
CQUJHB001659	843	292	1662	356	496	287	526	302	557	1654	1042	1407
CQUJHB009880	124	10	233	14	49	10	23	12	124	177	118	177
CQUJHB008100	2128	1871	2643	2479	1623	1036	978	1461	932	2724	2497	3331
CQUJHB009807	12075	1132	7494	3749	2758	1899	3005	2153	1444	29351	9861	4646
CQUJHB008930	622	165	664	231	210	301	262	211	175	730	606	611
CQUJHB009010	320	40	395	63	81	46	149	55	73	658	419	261
CQUJHB007353	46	7	63	15	10	7	15	9	24	76	44	33
CQUJHB013035	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005737	41	15	36	35	18	17	22	17	38	34	22	73
CQUJHB017819	71	58	110	0	59	19	30	99	120	122	73	242
CQUJHB011764	202	14	399	19	67	26	180	91	17	456	444	104
CQUJHB007594	163	0	81	2	12	21	22	4	9	231	59	49
CQUJHB008879	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010024	42	0	69	0	0	4	2	3	0	18	0	5
CQUJHB000671	61	12	75	40	29	12	23	14	5	51	33	23
CQUJHB007107	1046	224	933	307	233	543	351	368	260	1707	1070	631
CQUJHB016904	1	0	1	0	0	2	0	1	0	1	0	1
CQUJHB005283	549	153	621	327	196	208	237	194	264	655	502	530
CQUJHB003273	0	0	2	0	1	0	0	1	0	0	1	3
CQUJHB005259	422	130	651	123	201	102	218	165	224	510	457	532
CQUJHB012365	984	480	1035	497	598	521	480	781	397	1290	860	1241
CQUJHB011423	1156	419	1161	546	683	486	464	649	339	1287	979	1549
CQUJHB009230	296	139	420	224	106	76	126	124	193	288	217	436
CQUJHB013281	130	38	143	14	33	20	58	20	30	106	67	112
CQUJHB014881	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012873	4	1	1	1	2	0	1	4	0	0	1	0
CQUJHB014969	2	0	1	0	0	0	1	1	0	0	0	0
CQUJHB015311	2987	992	3522	1299	1301	1229	1158	1362	818	4955	2732	3083
CQUJHB009929	48	13	127	22	23	10	10	19	46	59	80	169
CQUJHB003918	2007	4071	2401	3505	2656	2165	1044	2643	1662	1357	2241	3033
CQUJHB001996	128	84	188	86	31	65	36	94	37	142	99	249
CQUJHB007371	6536	2705	562	14718	27246	44503	7782	4832	1196	1732	632	922
CQUJHB005806	1560	948	531	5179	12850	22786	3614	5009	274	2975	548	895
CQUJHB001379	11961	0	14028	3	22	7519	192	912	1	9113	4851	6864
CQUJHB000013	1	0	2	0	3	2	1	0	0	3	3	17
CQUJHB011886	4348	1148	3104	1958	1484	1050	1208	890	707	3187	2387	3459
CQUJHB012491	187	196	255	283	256	102	183	209	55	244	175	151
CQUJHB008971	26864	2767	3072	21512	20010	66922	4648	1700	2240	7951	415	2149
CQUJHB013462	7845	1859	1196	8288	9195	21100	2661	1621	522	7612	253	969
CQUJHB013529	10564	918	1707	5576	9145	36394	2035	2067	360	10191	346	1215
CQUJHB001938	1059	373	941	558	427	936	451	647	158	979	583	1051
CQUJHB010284	19	30	46	73	21	138	61	83	76	115	54	35
CQUJHB006327	519	57	375	140	109	189	166	65	77	487	198	385
CQUJHB002287	8494	8520	2212	20544	6311	16356	7345	6943	1894	1130	796	5394
CQUJHB011850	0	98	10	546	14	19	1	2	0	1	7	0
CQUJHB010960	67	23	28	18	51	7	15	9	5	18	93	209
CQUJHB005230	11400	1828	2370	991	3734	2764	1968	4276	700	2956	102	5050
CQUJHB003118	15718	20382	7806	87896	17136	90215	25080	37803	7935	5153	3209	15321
CQUJHB015699	7	4	11	2	2	2	59	4	0	6	5	3
CQUJHB013079	902	182	1285	358	330	252	320	311	244	1872	1165	1089
CQUJHB015570	1428	297	2301	478	447	487	626	367	574	2102	1470	1781
CQUJHB004134	1	1	1	4	3	2	2	2	1	8	2	22
CQUJHB013299	3189	6010	3173	6017	2977	2196	2526	3132	2282	3810	4073	6392
CQUJHB006648	62	14	144	35	38	4	31	18	46	73	95	134
CQUJHB011181	759	535	1381	633	477	761	937	552	405	1672	1182	1415
CQUJHB005165	90	3	58	6	14	8	20	6	9	105	33	48
CQUJHB014238	397	54	1025	50	143	104	134	130	180	774	500	516
CQUJHB001923	19	3	9	0	0	7	1	2	0	23	9	24
CQUJHB005556	68	29	121	40	86	43	15	68	37	114	89	169
CQUJHB012050	248	99	376	83	111	234	105	147	83	361	233	383
CQUJHB014605	349	56	578	59	61	110	177	124	215	439	273	385
CQUJHB000370	10	0	2	0	0	0	0	0	2	5	2	8
CQUJHB006175	65	55	92	91	75	27	60	57	29	86	100	114
CQUJHB003803	4376	6834	3867	6225	3509	3636	2045	4352	3543	4161	5897	7879
CQUJHB001933	396	205	656	370	435	253	152	428	207	813	507	653
CQUJHB017114	0	0	0	0	1	0	1	2	0	0	1	2
CQUJHB013018	99	50	114	70	70	16	54	52	57	109	95	114
CQUJHB004473	511	228	857	500	347	334	205	380	127	833	408	467
CQUJHB000368	487	63	647	138	145	192	149	163	53	822	403	349
CQUJHB006952	637	65	716	115	159	105	97	78	137	1271	528	586
CQUJHB015259	2	0	3	0	0	0	0	3	0	3	6	0
CQUJHB003632	4	0	0	0	1	0	0	1	0	2	5	0
CQUJHB001910	70	1	48	1	8	3	21	4	2	80	29	28
CQUJHB002029	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012538	2168	522	518	354	802	283	357	445	671	125	632	5853
CQUJHB000587	3652	712	5032	1062	1568	1332	1412	1537	893	3250	2127	6134
CQUJHB004178	289	182	325	174	200	245	111	176	208	91	120	999
CQUJHB005489	461	218	437	204	315	261	91	241	173	158	280	1258
CQUJHB014734	285	229	182	159	282	90	74	213	173	49	98	704
CQUJHB017522	1271	74	225	61	126	91	35	90	28	1057	1968	366
CQUJHB015544	5	5	4	1	2	0	1	1	0	0	3	9
CQUJHB006157	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016059	2377	9582	4685	6547	5179	7952	3659	14715	3063	2989	4446	12012
CQUJHB017653	1191	945	974	1112	576	709	607	712	357	878	738	1236
CQUJHB004827	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014089	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013098	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB014955	403	1207	268	1673	139	1391	1448	1206	175	179	79	684
CQUJHB016318	0	0	1	0	0	0	0	0	0	1	1	0
CQUJHB009935	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008222	599	1396	519	2669	315	1429	1017	752	59	118	75	1036
CQUJHB002961	16	0	12	0	0	1	5	0	0	13	1	4
CQUJHB006272	94	0	95	0	7	3	2	3	9	41	5	41
CQUJHB007932	1	0	0	0	0	0	1	0	0	1	0	0
CQUJHB016466	1	0	0	2	0	0	0	0	0	5	0	6
CQUJHB010964	15	1	26	4	3	9	10	4	0	31	6	7
CQUJHB003574	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016289	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015883	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010255	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012007	281	60	200	499	259	24	141	181	162	98	70	2054
CQUJHB016127	69	94	66	296	101	2	68	217	46	31	28	348
CQUJHB010257	0	0	0	2	0	0	0	0	0	0	0	6
CQUJHB014357	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB016678	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018466	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB007286	13	0	0	22	0	0	0	0	0	1	0	0
CQUJHB002087	20	20	24	106	6	10	7	1	0	5	10	10
CQUJHB001423	1838	1278	1449	1403	549	1037	2524	1311	720	1540	943	3061
CQUJHB017595	245	51	297	133	99	98	127	84	90	286	199	305
CQUJHB006743	289	62	461	59	85	61	218	69	95	327	243	221
CQUJHB006390	420	77	368	83	94	75	193	83	170	428	282	391
CQUJHB012431	4	0	86	1	3	0	1	1	37	1	0	0
CQUJHB012991	2328	1130	3170	2338	1645	1254	1206	1120	944	3228	1382	2489
CQUJHB004676	331	63	464	67	99	87	239	101	116	378	275	261
CQUJHB007085	11	2	7	0	1	0	3	0	0	6	6	8
CQUJHB017740	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003457	1524	541	1489	735	417	1343	770	720	363	1985	916	1370
CQUJHB017012	662	249	664	236	251	310	286	357	218	784	606	657
CQUJHB006111	4	3	4	0	1	0	0	0	0	4	1	1
CQUJHB006387	17	10	19	4	8	6	10	1	0	39	14	13
CQUJHB011852	2	0	1	0	0	0	0	0	0	0	0	0
CQUJHB008911	9	0	7	0	1	0	1	1	0	6	4	0
CQUJHB008719	0	4	0	0	0	0	0	0	0	0	0	0
CQUJHB009800	24	1	5	4	30	6	7	2	2	5	15	7
CQUJHB013902	410	102	222	100	243	53	68	91	47	507	265	226
CQUJHB015814	504	90	184	113	643	62	84	108	215	405	365	168
CQUJHB004165	1049	173	573	146	431	178	97	227	199	1135	709	478
CQUJHB003107	90	168	323	111	192	59	31	87	148	236	365	226
CQUJHB013987	824	21	105	56	358	29	23	12	46	353	199	47
CQUJHB011131	103	6	21	34	90	16	15	13	18	50	67	9
CQUJHB002638	25	6	1	2	53	18	9	0	42	2	10	6
CQUJHB020425	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020292	0	0	0	0	0	0	0	0	0	1	0	0
CQUJHB005468	1	12	12	2	6	6	4	25	0	2	1	4
CQUJHB001249	11	30	11	3	26	9	3	14	14	3	2	15
CQUJHB001776	40	5	4	7	0	0	9	2	0	8	2	8
CQUJHB005250	1083	454	1208	332	424	839	488	990	255	1115	796	1501
CQUJHB012267	31	49	8	141	24	50	108	65	0	26	10	21
CQUJHB014554	6402	1777	4845	2456	2212	2767	2404	2594	1405	5173	3082	7327
CQUJHB012655	748	49	1539	43	223	112	244	252	138	1049	968	856
CQUJHB005754	0	0	0	3	0	0	1	0	0	0	0	0
CQUJHB016452	379	120	213	206	124	148	146	95	79	411	319	287
CQUJHB000131	122	6	190	1	20	16	5	16	172	106	136	301
CQUJHB018335	395	196	354	238	163	255	137	203	113	442	284	417
CQUJHB014954	176	60	277	106	69	64	119	63	105	351	212	283
CQUJHB015447	371	179	379	182	78	502	220	171	91	340	194	330
CQUJHB008898	397	12	358	9	13	20	81	26	1	333	15	121
CQUJHB000826	1298	454	1414	1284	564	531	504	522	401	1767	1220	1590
CQUJHB014038	247	143	290	201	174	90	118	116	126	329	270	349
CQUJHB010476	1283	742	1207	1242	813	935	904	830	669	1361	904	1569
CQUJHB000959	1724	1506	676	2063	950	3767	1249	2128	394	1289	150	863
CQUJHB005039	1710	2637	802	3562	1579	2865	1421	4130	636	140	407	2082
CQUJHB012253	397	2191	496	1212	370	869	316	2057	113	36	157	1475
CQUJHB017048	714	1173	361	1211	300	699	444	727	143	8	28	1131
CQUJHB014560	26066	29480	77034	38775	90842	9001	8491	18202	60526	4280	43971	106779
CQUJHB014701	21281	1904	9980	6940	5774	2453	1325	2215	1935	7069	5510	9392
CQUJHB005611	189	295	154	248	100	53	175	68	87	141	122	223
CQUJHB015379	171	12	86	10	23	45	70	89	43	193	55	174
CQUJHB010883	1214	226	1095	314	246	433	524	269	203	1633	1032	937
CQUJHB003519	1486	9	484	29	34	29	67	39	6	2943	1593	139
CQUJHB013863	54	23	107	14	29	11	78	58	1	67	37	84
CQUJHB009503	2366	917	1386	361	1255	641	601	1797	600	2683	1828	2850
CQUJHB006337	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010584	23	23	130	11	41	35	31	120	12	55	73	153
CQUJHB016359	83	49	91	36	70	71	7	47	12	28	70	205
CQUJHB004365	146	401	141	236	91	298	156	468	75	1	56	304
CQUJHB013086	236	220	202	172	164	172	105	278	75	55	103	683
CQUJHB017236	474	124	535	115	158	144	170	131	87	599	375	449
CQUJHB000258	3119	317	3542	275	1717	736	924	1386	404	6040	2747	3664
CQUJHB001881	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015055	31	135	30	232	68	180	29	465	40	31	23	42
CQUJHB004333	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002320	61	0	36	0	4	12	15	17	0	100	2	4
CQUJHB015283	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005788	15	1	44	1	2	0	15	8	15	44	13	8
CQUJHB014564	244	179	418	167	224	121	108	225	67	498	394	482
CQUJHB000715	128	82	194	112	92	74	68	109	53	225	171	247
CQUJHB001022	6	6	63	5	24	20	2	38	0	92	34	21
CQUJHB014479	8897	3423	13923	8335	6068	3816	2961	4507	3102	12772	10689	12131
CQUJHB003956	26	7	97	47	8	16	5	2	5	300	255	90
CQUJHB016747	4752	69	3453	265	50	100	16	14	27	4730	2110	291
CQUJHB017443	29	26	53	25	32	5	25	57	40	35	32	30
CQUJHB005172	10690	1672	9734	2629	3316	3660	2503	3244	1335	22253	6815	5919
CQUJHB000438	182	1	424	11	20	24	27	43	5	822	361	244
CQUJHB006682	59	0	145	11	4	12	13	18	0	297	113	144
CQUJHB000645	7344	21	23372	27	61	1950	329	1324	28	23323	1724	18648
CQUJHB004459	2342	3	14720	5	25	4112	139	369	2	14995	1514	2924
CQUJHB008280	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010920	62	44	116	240	5	87	0	9	20	124	46	32
CQUJHB015227	8	0	17	2	0	1	0	0	0	14	5	0
CQUJHB016890	2655	7774	3978	27013	6323	5568	146	471	3433	4839	9558	3253
CQUJHB000356	3	11	2	0	0	8	4	5	0	1	0	39
CQUJHB014041	0	2	1	1	1	1	0	1	6	3	2	0
CQUJHB013696	1	0	2	8	3	1	0	0	0	1	0	0
CQUJHB000501	0	1	7	115	8	3	0	2	3	2	3	11
CQUJHB002344	1031	1	5480	0	260	200	578	842	6	1274	416	4701
CQUJHB005392	502	130	313	188	149	70	158	99	102	518	311	279
CQUJHB007418	282	233	526	269	257	221	147	273	176	404	383	569
CQUJHB004334	66	47	31	83	111	6	117	90	25	18	165	87
CQUJHB016341	62	5	68	0	0	3	0	4	0	71	0	17
CQUJHB010863	219	127	320	69	167	116	31	159	56	475	271	319
CQUJHB010234	155	13	324	27	83	36	57	68	126	408	221	228
CQUJHB008619	153	117	288	114	112	53	83	101	108	349	291	144
CQUJHB015123	134	45	229	68	86	32	55	57	67	205	172	183
CQUJHB011539	2027	93	646	287	180	135	105	119	65	2315	1217	817
CQUJHB006623	14	7	15	11	7	2	6	4	6	12	5	29
CQUJHB009878	191	48	207	56	57	61	52	79	56	362	173	134
CQUJHB010639	633	360	879	563	560	354	348	484	369	995	728	1108
CQUJHB018343	153	84	322	96	107	112	86	139	93	292	207	283
CQUJHB009036	729	288	1139	315	391	410	312	455	133	1318	722	807
CQUJHB010312	670	318	1436	173	351	198	599	290	466	1186	890	1090
CQUJHB016681	1	1	1	2	1	0	2	0	0	4	4	4
CQUJHB016149	508	360	806	315	297	582	180	393	91	1393	405	544
CQUJHB000062	206	88	277	109	111	87	68	106	87	331	219	261
CQUJHB002308	2103	672	3085	760	847	760	875	804	699	3287	2346	2421
CQUJHB002225	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009196	320	543	389	618	293	581	140	839	172	200	143	582
CQUJHB009285	39	1443	174	701	140	1211	57	1765	203	18	144	127
CQUJHB017874	1574	1418	1650	2368	1329	2373	1150	2128	302	1251	873	2398
CQUJHB015913	703	478	730	531	469	574	226	409	119	654	237	699
CQUJHB003102	24	44	22	99	18	16	28	27	4	10	6	136
CQUJHB001553	28	0	42	0	0	0	0	5	0	75	0	11
CQUJHB001025	21	4	52	3	13	22	3	3	0	90	15	24
CQUJHB004596	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016900	21	0	243	0	0	35	2	47	11	259	69	184
CQUJHB010105	175	200	42	97	124	67	57	182	136	227	101	176
CQUJHB013137	0	0	0	0	0	0	0	0	0	10	1	0
CQUJHB010845	88	0	90	0	0	16	0	1	0	154	82	0
CQUJHB009562	0	0	2	1	0	0	0	0	0	2	0	0
CQUJHB010113	364	386	576	440	523	197	214	300	261	608	587	973
CQUJHB013709	144	23	339	61	59	47	23	50	74	280	251	193
CQUJHB009470	139	205	268	130	194	76	62	137	105	273	346	399
CQUJHB003136	86	57	280	62	91	53	50	95	32	272	238	178
CQUJHB005287	30	19	36	36	28	10	25	25	14	61	48	45
CQUJHB011900	336	145	544	187	264	172	126	249	148	623	392	667
CQUJHB010127	482	203	662	205	163	283	246	220	174	1048	608	437
CQUJHB015130	835	34	2774	9	210	93	727	307	23	913	972	1650
CQUJHB017733	1	1	4	0	1	2	0	1	0	7	1	1
CQUJHB012556	30	9	562	2	13	4	1	126	1	850	978	2414
CQUJHB000659	7	0	1	0	2	0	1	1	1	5	3	0
CQUJHB015828	0	0	0	0	4	0	5	1	0	3	1	0
CQUJHB013615	127	28	260	22	48	31	35	66	45	179	161	142
CQUJHB000699	1974	778	2610	979	1188	1203	888	1296	577	2985	1963	2458
CQUJHB016994	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006171	17	17	19	18	20	6	2	12	9	24	12	6
CQUJHB008415	211	113	530	151	90	165	363	134	128	420	282	466
CQUJHB002534	181	0	187	0	0	2	1	8	8	118	2	38
CQUJHB004478	121	76	205	65	71	60	42	101	59	213	117	118
CQUJHB000090	83	31	104	32	41	27	42	51	44	146	95	112
CQUJHB008658	231	90	283	63	80	110	116	122	75	394	222	142
CQUJHB001475	1	0	2	0	0	0	4	5	0	8	1	6
CQUJHB006076	347	481	232	565	147	819	249	707	62	577	72	413
CQUJHB005765	3912	1348	4527	1393	2004	1835	1548	2113	1379	3703	3151	6562
CQUJHB015402	265	154	302	245	168	157	101	222	101	318	179	360
CQUJHB004984	496	355	716	358	374	253	242	430	322	783	626	631
CQUJHB001987	12392	7991	26563	9902	11530	6279	9383	9633	8520	21647	21492	23166
CQUJHB013935	330	51	174	143	183	120	112	120	64	136	166	236
CQUJHB012362	102	29	89	53	87	45	55	69	50	46	54	69
CQUJHB013643	303	41	333	67	143	121	76	159	54	437	255	349
CQUJHB006230	386	14	732	9	41	57	205	172	30	323	113	527
CQUJHB013124	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005813	807	218	679	347	315	328	255	256	185	1183	427	629
CQUJHB005863	371	1095	409	1461	206	1082	981	1544	221	12	148	1013
CQUJHB002791	108	9	140	10	6	45	18	12	0	230	52	70
CQUJHB015290	0	0	0	0	0	0	2	0	0	3	0	0
CQUJHB010248	1248	404	2011	603	441	752	521	767	318	1717	1336	1457
CQUJHB001446	385	79	227	52	101	149	94	164	27	692	257	223
CQUJHB010999	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013507	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010513	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005094	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012486	92	103	113	72	90	51	68	129	71	146	164	225
CQUJHB010831	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009128	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006550	633	310	1277	386	350	260	204	370	222	1345	914	903
CQUJHB001362	109	29	220	52	87	55	44	67	33	196	222	218
CQUJHB008045	547	72	777	93	143	85	179	146	136	1640	1262	430
CQUJHB010164	1081	258	816	218	383	244	306	477	195	2476	1033	952
CQUJHB011825	9321	716	26005	4407	1251	8234	317	1109	508	77259	21576	982
CQUJHB003175	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003325	9862	6	1225	16	18	151	0	1	1	56719	14490	26
CQUJHB010838	15	36	83	589	148	60	1	33	24	80	336	110
CQUJHB013671	1813	942	3300	269	1176	744	200	2608	350	15448	1505	1256
CQUJHB013367	4511	7055	7734	1840	9224	4269	1670	15527	5011	13375	11014	14431
CQUJHB000988	7743	8443	7801	3447	12198	6012	3787	14243	6789	9115	7840	12829
CQUJHB015632	10	17	4	6	15	2	12	10	3	9	5	19
CQUJHB005204	295	460	925	96	637	708	216	1284	266	1054	820	926
CQUJHB004665	70	60	269	21	76	96	33	169	13	192	113	237
CQUJHB005967	23	17	75	16	18	48	3	87	26	48	28	39
CQUJHB017056	23	117	72	837	141	405	3	24	246	17	740	436
CQUJHB012413	16	13	86	69	50	3	12	42	9	2	91	270
CQUJHB004123	912	83	3423	153	230	1651	150	439	18	1611	574	2173
CQUJHB010534	492	32	374	51	36	68	102	35	31	754	247	238
CQUJHB016536	2532	657	1656	469	604	1086	484	609	289	436	806	5670
CQUJHB014328	28	12	14	10	15	10	6	21	13	45	18	211
CQUJHB017991	513	171	620	222	194	243	175	282	120	831	566	396
CQUJHB007875	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014602	165	81	267	96	133	105	74	155	69	260	272	345
CQUJHB010509	0	0	0	0	0	0	0	0	0	0	0	6
CQUJHB017630	4199	41	1281	28	322	258	144	197	35	4847	2765	1423
CQUJHB008985	22	51	129	39	75	25	7	106	50	102	91	118
CQUJHB000729	34	3	13	0	1	3	8	3	11	36	5	64
CQUJHB007390	0	0	0	0	0	0	0	0	0	0	0	0
