GeneID	controlF_rep2	PE60F_rep2	PE60F_rep1	PE200F_rep2	PE600F_rep2	PE600F_rep3	PE60F_rep3	PE200F_rep3	controlF_rep3	PE200F_rep1	PE600F_rep1	controlF_rep1
CQUJHB002655	93	63	35	88	34	19	45	15	21	45	43	63
CQUJHB001515	442	176	87	192	156	164	117	96	75	127	309	149
CQUJHB015647	53	106	49	59	48	22	43	13	14	17	88	49
CQUJHB000663	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016191	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008938	619	330	471	642	455	421	840	332	290	445	413	422
CQUJHB015178	1435	1147	810	862	708	713	691	346	373	742	3434	1290
CQUJHB008306	322	327	130	251	130	100	137	160	100	193	225	215
CQUJHB001305	271	156	97	179	80	131	137	61	41	115	322	234
CQUJHB012569	64	106	31	68	70	74	76	19	24	65	65	68
CQUJHB013598	116	157	44	75	75	89	72	15	14	42	137	88
CQUJHB012445	0	5	0	0	0	0	0	0	0	0	0	0
CQUJHB003376	265	456	218	357	337	150	300	108	127	307	226	524
CQUJHB014567	115	119	150	143	102	60	192	72	120	138	134	120
CQUJHB017463	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006138	0	0	0	0	6	0	0	0	0	0	0	0
CQUJHB017416	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006471	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004065	1185	1244	1547	1874	1797	1100	2049	1221	1026	1845	1116	1115
CQUJHB012071	23	34	3	7	5	5	7	0	8	2	16	10
CQUJHB006348	23	15	4	9	17	21	8	0	1	5	19	16
CQUJHB015063	415	407	198	328	329	368	157	151	186	247	536	490
CQUJHB009567	17	0	2	0	0	0	0	0	2	2	3	12
CQUJHB015150	83	84	10	52	10	35	32	14	16	29	43	70
CQUJHB015868	199	235	83	228	169	145	154	71	65	169	216	185
CQUJHB014277	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011721	693	529	173	326	209	208	298	109	130	251	656	601
CQUJHB015484	29	83	15	47	17	41	18	4	7	23	33	34
CQUJHB017639	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012694	499	392	128	252	153	138	275	157	135	227	184	189
CQUJHB000767	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015372	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014695	0	0	1	0	0	0	0	0	0	0	2	0
CQUJHB005188	66	20	13	17	16	17	18	11	16	19	42	14
CQUJHB010957	376	342	195	340	280	186	300	241	190	290	242	235
CQUJHB011238	1070	1433	575	1193	1143	682	1175	762	719	886	819	967
CQUJHB010554	0	0	2	0	1	0	4	2	0	0	1	0
CQUJHB000802	555	462	209	463	182	244	210	145	86	429	474	456
CQUJHB000402	604	190	43	29	121	95	183	18	47	54	553	251
CQUJHB012729	266	47	9	15	35	65	92	2	20	53	114	62
CQUJHB004893	15	3	2	5	5	8	0	0	0	7	4	7
CQUJHB011974	0	0	0	0	0	0	0	0	0	0	0	1
CQUJHB006494	2025	3029	1259	2578	1658	1233	1849	951	749	2318	1903	2717
CQUJHB002090	573	848	225	556	562	226	468	132	175	1319	316	373
CQUJHB018306	2	15	3	0	7	0	7	0	0	7	6	5
CQUJHB001376	25	49	5	33	19	14	16	4	17	19	54	32
CQUJHB013799	20	12	11	20	14	13	12	9	6	0	14	75
CQUJHB001233	970	1480	791	998	1155	707	939	492	517	949	934	841
CQUJHB007977	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005948	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003859	225	196	85	138	169	53	103	62	56	89	142	148
CQUJHB005115	217	266	109	226	153	91	174	137	141	96	188	135
CQUJHB000728	227	348	82	182	123	94	141	71	137	101	297	205
CQUJHB018070	872	983	565	954	768	568	635	453	424	514	804	803
CQUJHB008264	334	341	106	224	90	124	195	71	59	148	225	151
CQUJHB012862	1423	1133	744	1359	1018	1372	1188	760	685	1026	1250	931
CQUJHB016416	332	311	157	321	171	173	274	130	161	266	205	199
CQUJHB014847	13	12	18	14	9	8	9	7	6	0	6	2
CQUJHB000954	72	157	63	61	49	39	42	15	23	45	179	102
CQUJHB000829	157	375	116	165	164	63	115	19	30	88	232	284
CQUJHB005027	59	129	9	83	54	39	93	31	14	155	206	86
CQUJHB005061	15	52	5	18	25	10	26	6	0	8	23	27
CQUJHB011355	3	8	4	5	0	8	0	1	3	0	1	1
CQUJHB011158	0	21	3	0	8	6	2	3	1	0	0	1
CQUJHB004940	8	17	0	5	0	0	13	3	8	6	1	3
CQUJHB008189	11	23	1	15	4	4	7	0	0	1	0	12
CQUJHB009115	4	0	0	5	1	0	0	0	0	0	0	0
CQUJHB003442	0	0	0	0	0	0	1	0	0	0	1	1
CQUJHB005895	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003363	7	1	0	0	8	0	7	0	0	0	9	16
CQUJHB015207	1	6	2	7	8	0	28	6	0	0	3	11
CQUJHB002420	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002108	0	0	0	0	0	3	0	0	0	0	0	2
CQUJHB013515	4	3	0	13	1	0	16	0	0	9	2	2
CQUJHB000693	5	3	5	8	2	26	10	8	3	3	16	27
CQUJHB002460	664	510	93	415	186	396	336	38	255	137	759	268
CQUJHB003424	54	24	8	88	12	1	66	11	12	66	26	28
CQUJHB014672	15	10	11	23	9	0	7	0	0	24	27	32
CQUJHB013239	0	0	0	0	0	0	0	0	0	6	4	6
CQUJHB000838	0	0	1	4	0	0	0	0	0	4	4	8
CQUJHB013989	0	5	10	3	0	5	0	0	0	17	6	11
CQUJHB013568	0	0	0	2	0	0	0	0	0	0	0	0
CQUJHB006294	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016832	933	1497	470	972	853	467	792	363	331	826	740	1125
CQUJHB009145	207	284	69	130	110	86	86	42	44	62	195	168
CQUJHB014866	0	0	0	0	0	2	0	0	0	0	0	0
CQUJHB004800	6	17	1	17	17	7	6	3	2	212	0	13
CQUJHB013765	2	13	4	2	8	0	7	4	0	0	0	2
CQUJHB010174	0	0	4	0	0	0	0	0	0	0	0	0
CQUJHB006340	3	0	2	3	0	0	9	0	3	0	0	0
CQUJHB012136	5	0	0	0	0	0	2	0	2	0	12	11
CQUJHB000241	0	0	5	0	0	0	0	0	0	0	0	0
CQUJHB001389	4	54	8	11	0	19	21	0	0	14	0	10
CQUJHB013275	15	33	4	25	7	18	32	1	7	39	3	52
CQUJHB000546	21	108	24	50	42	7	42	8	8	127	53	194
CQUJHB005342	6	6	0	7	0	2	11	0	0	2	8	13
CQUJHB010154	17	0	0	0	0	2	0	1	9	0	2	0
CQUJHB014417	285	355	69	208	140	184	170	59	59	115	404	335
CQUJHB015538	56	30	20	19	35	5	10	15	4	17	27	79
CQUJHB008205	76	83	10	48	51	32	61	15	25	78	70	95
CQUJHB007802	8	21	1	1	3	9	3	1	0	0	12	14
CQUJHB001856	4	25	7	3	13	5	9	6	0	16	19	3
CQUJHB013843	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003420	81	8	3	21	14	26	21	3	4	17	14	12
CQUJHB012676	703	445	155	316	200	189	230	111	127	180	415	509
CQUJHB003904	0	0	0	0	0	0	1	1	0	0	0	0
CQUJHB014176	67	74	13	48	24	33	30	4	14	27	108	37
CQUJHB001003	31	1	2	21	5	20	26	1	0	6	62	21
CQUJHB000295	11	16	2	0	0	0	0	0	0	0	7	1
CQUJHB013563	105	126	23	64	44	39	55	9	35	42	91	75
CQUJHB006958	35	23	6	11	8	4	10	11	2	7	20	33
CQUJHB015668	218	197	75	154	100	104	134	75	72	109	143	125
CQUJHB004179	30	59	11	4	4	32	26	0	7	9	56	19
CQUJHB000223	42	42	4	8	0	20	6	7	10	0	26	4
CQUJHB003518	19	8	15	16	6	0	3	8	8	14	17	11
CQUJHB013483	118	74	27	43	66	17	45	12	13	48	133	60
CQUJHB012004	0	4	8	10	5	5	9	0	4	19	22	22
CQUJHB012844	0	0	16	12	8	0	0	4	0	8	3	12
CQUJHB001743	125	161	23	144	58	129	57	36	26	36	93	51
CQUJHB001434	0	0	0	0	0	0	0	3	0	0	0	0
CQUJHB012988	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003190	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011767	0	0	0	0	3	0	0	5	0	0	0	0
CQUJHB008770	0	0	0	0	0	0	0	0	0	3	0	0
CQUJHB004129	0	0	1	0	0	0	0	0	0	3	0	1
CQUJHB012117	0	0	1	6	0	0	0	0	0	0	7	0
CQUJHB010156	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006316	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB005317	0	2	0	0	0	0	0	0	0	0	0	0
CQUJHB005653	1	0	1	1	4	0	0	0	0	0	10	4
CQUJHB008082	0	0	0	0	0	1	0	0	0	0	0	0
CQUJHB015795	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013210	0	0	0	0	3	0	0	2	0	6	11	6
CQUJHB013231	0	8	2	3	0	0	0	0	0	0	0	8
CQUJHB000326	0	0	0	0	2	0	0	0	0	0	0	0
CQUJHB009220	180	89	71	218	113	271	229	47	11	15	168	112
CQUJHB006824	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017927	56	29	13	104	105	65	89	15	3	11	31	72
CQUJHB009379	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012999	30	9	0	33	33	1	37	2	1	0	14	30
CQUJHB016057	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002663	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016657	17	10	4	39	43	26	18	5	3	4	4	24
CQUJHB002686	183	130	33	97	50	84	53	26	19	33	211	112
CQUJHB009549	40	20	4	21	7	4	9	2	14	4	22	10
CQUJHB012567	175	86	100	128	70	43	41	39	22	91	114	111
CQUJHB003582	1062	2352	472	1386	568	309	1043	256	253	1062	1413	1208
CQUJHB017837	139	509	443	282	100	139	215	78	117	338	110	371
CQUJHB002364	446	616	176	308	324	210	208	106	110	193	362	423
CQUJHB014714	271	480	120	225	122	203	137	40	79	205	218	329
CQUJHB002352	0	5	0	0	0	0	0	0	0	0	0	0
CQUJHB006271	2010	2182	794	1726	1915	1069	1318	786	982	1315	1590	864
CQUJHB002408	5	13	1	8	13	6	0	2	4	16	12	2
CQUJHB009694	2	0	5	5	1	9	1	2	0	0	1	9
CQUJHB016185	4332	6055	2929	5539	4240	2175	5034	2350	2007	5553	2521	3279
CQUJHB015249	8	6	0	0	0	0	0	0	1	3	7	2
CQUJHB005239	19	37	2	13	3	11	12	3	0	20	4	7
CQUJHB011194	2	49	6	12	12	0	10	7	1	12	8	16
CQUJHB017513	12	13	3	7	5	5	6	6	4	0	10	14
CQUJHB006699	276	314	156	217	275	105	191	171	180	171	184	164
CQUJHB000782	228	691	190	316	282	161	166	61	69	477	272	379
CQUJHB008039	787	927	209	525	384	334	495	191	272	278	919	1439
CQUJHB009251	813	852	292	582	427	299	465	227	200	524	587	402
CQUJHB015665	166	162	49	114	60	98	73	36	31	56	167	117
CQUJHB000545	39	46	14	44	8	7	20	9	13	22	33	54
CQUJHB010703	16	4	3	16	19	0	30	0	1	12	3	13
CQUJHB000827	113	176	99	199	95	65	104	77	74	160	148	163
CQUJHB002545	333	305	65	192	138	187	136	37	62	122	261	240
CQUJHB000807	0	0	0	0	3	0	0	0	0	0	0	0
CQUJHB000450	1069	2027	746	1836	1153	714	1149	627	627	1090	1186	1441
CQUJHB011848	745	797	104	249	248	335	234	53	71	113	1370	593
CQUJHB011957	1	2	0	1	0	0	0	0	2	0	1	0
CQUJHB012408	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000209	2979	3452	1827	3292	2394	1326	2125	1191	1078	3958	2365	2408
CQUJHB007674	92	47	18	40	34	71	48	7	11	23	106	59
CQUJHB014756	198	309	99	311	135	143	195	66	36	169	228	257
CQUJHB013244	76	41	14	29	19	27	41	2	14	27	88	28
CQUJHB008143	85	69	17	50	17	17	17	8	25	8	59	20
CQUJHB006580	237	290	92	176	97	118	195	64	77	126	214	346
CQUJHB011650	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010303	87	29	12	35	19	11	28	9	4	23	31	2
CQUJHB014904	1	0	1	0	0	0	0	1	3	5	0	0
CQUJHB000611	0	0	0	4	2	0	0	0	0	20	0	0
CQUJHB011740	24	37	11	30	25	15	28	8	11	15	16	66
CQUJHB004169	14	33	3	7	6	3	13	7	1	6	3	11
CQUJHB013896	153	233	47	123	94	94	114	63	51	88	138	190
CQUJHB007939	889	709	339	591	529	219	571	251	234	584	554	420
CQUJHB011818	1141	1427	753	1133	1051	733	1006	638	682	1104	748	842
CQUJHB013207	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002017	45	49	11	34	37	47	18	6	30	14	32	55
CQUJHB011688	947	1115	825	1189	1177	616	823	813	661	847	457	811
CQUJHB001052	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017620	390	463	317	601	322	326	483	343	308	541	372	371
CQUJHB016575	155	119	41	133	87	106	100	89	41	76	184	85
CQUJHB012872	0	0	3	3	0	0	1	6	1	0	0	0
CQUJHB000617	0	0	0	0	0	0	1	0	0	0	0	0
CQUJHB006690	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001637	361	179	244	289	246	214	331	179	164	208	162	188
CQUJHB015969	0	0	0	0	0	0	0	0	0	0	3	0
CQUJHB003052	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014439	4	0	0	3	1	1	5	0	0	0	2	3
CQUJHB008310	265	87	31	20	96	55	112	12	49	43	133	54
CQUJHB005393	18	0	4	11	13	15	10	4	2	2	5	4
CQUJHB002505	0	0	2	0	4	0	8	0	1	0	0	2
CQUJHB003763	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004451	9	11	5	0	14	1	9	2	3	16	12	5
CQUJHB005012	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016367	48	39	22	31	20	33	66	10	20	42	18	20
CQUJHB016885	5	2	1	16	14	14	0	4	0	2	4	0
CQUJHB016228	35	27	10	26	11	15	8	10	7	1	35	23
CQUJHB005193	491	600	386	586	354	238	421	293	216	522	400	533
CQUJHB005557	6	76	21	24	20	11	8	5	9	9	51	110
CQUJHB003968	0	5	0	0	26	0	3	0	0	13	3	16
CQUJHB017999	0	9	1	5	1	2	2	0	0	0	1	3
CQUJHB000215	21	20	3	12	22	2	23	3	2	5	35	28
CQUJHB006848	0	7	0	0	1	1	1	1	0	0	4	1
CQUJHB009696	2	11	2	10	0	0	0	1	0	10	22	16
CQUJHB018197	2	0	0	3	0	0	1	1	0	0	11	1
CQUJHB011117	86	3	6	9	15	5	12	5	4	13	45	10
CQUJHB004367	18	48	0	2	20	8	18	0	7	2	12	21
CQUJHB010945	22	2	16	21	10	0	28	1	13	6	6	22
CQUJHB003830	64	47	4	36	46	11	39	1	4	14	5	26
CQUJHB010496	8	8	4	0	8	0	7	3	3	9	0	15
CQUJHB006887	2	0	0	0	5	1	3	0	0	0	0	0
CQUJHB004243	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005795	0	0	0	0	0	6	0	0	1	0	0	0
CQUJHB015941	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010829	5	34	3	26	12	12	8	2	2	0	0	13
CQUJHB015649	43	45	18	133	30	59	53	39	11	35	78	35
CQUJHB000216	425	231	450	477	374	222	467	470	428	255	207	347
CQUJHB017695	21	66	11	115	51	23	25	26	6	20	31	39
CQUJHB014826	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013918	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020364	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020447	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020345	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020430	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB003151	1098	1583	965	1535	1571	801	1465	763	738	1343	797	1241
CQUJHB003720	416	564	425	608	674	188	539	293	265	755	287	360
CQUJHB000278	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017931	284	227	136	223	145	143	185	88	111	183	207	208
CQUJHB018283	86	71	22	44	23	83	52	26	9	65	48	70
CQUJHB007879	19	8	11	2	3	0	19	0	1	5	19	67
CQUJHB014795	162	217	24	82	51	74	41	29	14	53	151	90
CQUJHB010377	203	99	91	142	33	100	46	33	42	45	126	152
CQUJHB006798	505	670	136	314	330	191	306	128	82	214	351	558
CQUJHB015611	1889	3632	1168	3450	2823	1870	2102	1099	1059	1500	3119	2386
CQUJHB011878	5800	10463	1451	9434	4914	4545	5188	2346	1631	3379	4140	2886
CQUJHB009483	108	112	19	62	59	66	73	17	29	51	85	104
CQUJHB002163	260	203	127	257	161	102	219	85	49	174	67	68
CQUJHB006987	92	333	88	234	248	76	207	60	97	297	62	148
CQUJHB008123	34	12	20	11	2	0	18	4	5	4	32	14
CQUJHB001587	108	271	52	243	225	87	277	65	45	194	165	218
CQUJHB015340	404	585	169	441	368	297	275	114	81	261	435	378
CQUJHB009278	89	90	53	63	37	29	50	39	21	37	83	77
CQUJHB002435	312	212	100	199	117	126	129	76	92	124	459	199
CQUJHB001899	181	227	150	270	98	108	234	76	84	215	147	354
CQUJHB002930	2	0	0	1	1	1	0	0	0	0	0	0
CQUJHB007637	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014640	1392	877	239	581	456	477	414	186	185	406	928	550
CQUJHB008124	4	10	0	10	20	23	9	0	0	2	8	15
CQUJHB016925	29	38	18	12	4	9	9	8	8	17	62	48
CQUJHB017410	216	103	67	193	90	61	129	66	29	115	94	64
CQUJHB017384	43	45	22	27	17	54	33	8	12	28	34	48
CQUJHB010873	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013654	0	43	0	1	16	9	0	0	0	5	8	4
CQUJHB002547	670	596	373	567	342	391	475	304	160	343	422	349
CQUJHB018221	539	1066	453	739	425	328	431	369	313	447	784	804
CQUJHB007711	0	0	0	0	0	4	0	0	0	0	0	0
CQUJHB008117	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002135	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005184	0	0	0	0	0	0	0	1	0	0	3	0
CQUJHB012959	4	0	3	0	0	0	0	0	0	0	0	0
CQUJHB002669	12	0	1	1	3	1	0	3	2	0	0	10
CQUJHB008049	3	2	0	4	1	0	8	0	9	2	0	6
CQUJHB013260	2	0	0	4	0	0	0	0	0	0	0	6
CQUJHB012458	1187	1225	302	966	516	594	577	230	214	553	968	650
CQUJHB010359	0	0	0	0	3	0	0	3	5	0	1	0
CQUJHB000271	11	0	38	37	8	12	36	4	6	21	14	10
CQUJHB007528	62	34	83	69	65	53	122	68	80	83	36	45
CQUJHB009547	113	293	124	259	358	113	218	215	157	310	157	211
CQUJHB015059	6	1	0	3	9	7	1	0	0	1	3	1
CQUJHB015135	7	8	0	0	0	32	4	0	0	3	3	0
CQUJHB004904	4	0	1	5	0	0	1	0	0	0	2	2
CQUJHB005311	3735	3912	2620	3545	3207	2362	3243	1830	1907	2736	3193	2838
CQUJHB016008	0	0	4	4	0	0	0	0	0	1	6	7
CQUJHB006926	144	35	51	82	57	45	89	23	31	43	101	99
CQUJHB007684	324	420	114	261	186	187	199	103	98	207	336	311
CQUJHB010676	0	0	5	0	1	0	0	0	2	0	4	11
CQUJHB008097	40	30	14	27	11	15	26	18	18	8	22	16
CQUJHB008869	317	213	61	220	133	136	165	53	84	185	160	176
CQUJHB001912	111	18	17	26	38	61	40	25	27	21	81	38
CQUJHB005216	193	153	4	98	8	35	42	18	21	19	67	5
CQUJHB018409	363	403	90	248	248	247	207	62	108	149	214	255
CQUJHB008827	0	0	0	0	0	4	0	0	0	0	0	1
CQUJHB012143	8	12	14	14	11	0	5	0	4	7	20	44
CQUJHB017504	348	153	40	196	91	151	164	68	74	100	187	150
CQUJHB009659	1134	1033	528	1332	664	638	865	449	516	1007	842	895
CQUJHB013877	0	0	0	0	0	0	4	0	0	1	0	0
CQUJHB011222	29	42	6	42	6	34	28	7	4	19	6	13
CQUJHB003452	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001470	0	0	0	0	0	0	0	0	2	0	0	0
CQUJHB015542	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015067	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015122	509	368	102	275	178	147	124	67	77	175	397	410
CQUJHB014212	441	492	247	365	379	305	405	169	182	311	393	359
CQUJHB002040	0	5	0	2	0	0	0	0	0	0	0	0
CQUJHB006777	2645	2504	1360	2946	1449	1784	2398	1116	988	2241	2554	1697
CQUJHB010432	7	1	2	0	0	0	2	0	1	0	8	1
CQUJHB010599	835	951	343	614	524	399	527	228	195	589	598	600
CQUJHB000397	233	222	50	162	84	93	143	22	34	181	154	102
CQUJHB016677	53	60	15	22	22	20	9	7	16	26	69	25
CQUJHB002765	18383	27916	8096	16120	27113	18774	15168	3740	3561	12802	21117	29405
CQUJHB013538	149	121	55	151	100	99	96	75	35	156	132	126
CQUJHB002282	328	158	53	36	149	62	131	23	48	60	106	132
CQUJHB003927	176	129	136	265	167	92	174	113	74	133	85	105
CQUJHB011887	300	108	43	169	56	61	66	29	50	61	128	112
CQUJHB015044	504	322	179	267	195	244	299	110	90	143	585	324
CQUJHB003521	714	538	247	508	235	277	375	168	169	357	653	543
CQUJHB016206	329	334	47	230	187	191	196	53	61	121	314	136
CQUJHB001164	209	144	41	130	61	158	75	34	45	99	140	105
CQUJHB003775	59	71	22	45	26	19	27	19	10	27	34	27
CQUJHB010867	1	5	0	1	3	0	0	0	0	0	0	0
CQUJHB010708	6	13	0	0	4	10	0	0	0	0	0	0
CQUJHB017604	87	358	69	149	153	64	62	35	34	189	289	244
CQUJHB007366	44	44	7	27	18	13	27	3	6	3	40	24
CQUJHB007391	11283	14281	6382	9280	7672	3062	5327	3046	3016	4823	10157	12123
CQUJHB006411	22	25	15	29	0	5	18	1	5	9	28	7
CQUJHB012021	25	6	4	4	5	51	14	3	0	15	9	116
CQUJHB018149	64	58	37	73	75	114	103	26	42	8	51	33
CQUJHB014651	6	10	3	9	2	19	4	0	0	1	1	1
CQUJHB003285	0	13	0	0	2	0	0	0	0	0	0	0
CQUJHB010565	109	284	106	132	42	70	75	41	36	160	144	360
CQUJHB010792	5	0	0	0	0	0	5	0	2	0	9	0
CQUJHB015159	2122	685	193	602	243	580	474	254	244	337	610	357
CQUJHB013718	1422	1274	480	1128	837	603	971	420	445	1076	1106	802
CQUJHB009653	0	10	0	0	0	0	0	0	0	0	0	0
CQUJHB007009	36	82	26	45	14	6	45	9	8	43	28	42
CQUJHB005182	15	28	8	19	28	19	16	12	29	40	29	55
CQUJHB007424	1	0	0	1	0	0	0	0	0	0	0	0
CQUJHB008656	10	15	14	22	13	16	16	7	11	13	37	6
CQUJHB000701	42	114	13	35	10	3	17	3	3	28	64	66
CQUJHB000864	33	115	24	56	29	15	39	16	13	19	75	64
CQUJHB007154	233	232	136	155	95	94	133	38	57	88	422	348
CQUJHB020368	0	22	0	3	0	0	0	0	0	6	0	1
CQUJHB006290	165	258	39	105	50	24	102	26	36	63	187	166
CQUJHB004805	4	0	7	15	0	0	0	0	0	16	0	1
CQUJHB005391	2	0	0	3	1	0	1	1	5	0	3	2
CQUJHB013735	0	0	1	0	0	1	7	0	0	0	1	15
CQUJHB000352	0	0	0	0	0	0	3	0	0	0	0	2
CQUJHB007619	0	0	0	0	0	0	0	4	1	0	0	0
CQUJHB015873	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011408	96	45	305	97	102	76	129	87	75	6	132	336
CQUJHB010451	0	0	6	1	11	0	0	0	2	18	2	11
CQUJHB005401	0	0	0	4	0	0	0	0	0	0	0	0
CQUJHB008016	197	60	32	77	27	18	114	74	38	74	36	67
CQUJHB014648	987	1265	1216	1580	1534	853	1442	918	827	1589	720	1034
CQUJHB008780	5985	4852	1696	3597	4325	3065	3459	1159	1228	2317	6133	4238
CQUJHB006948	217	156	25	101	49	52	80	19	42	94	96	48
CQUJHB007397	230	213	121	229	93	86	158	95	63	150	166	161
CQUJHB002060	321	425	101	278	133	81	166	98	106	348	156	236
CQUJHB004009	160	200	20	63	83	80	68	6	4	16	341	68
CQUJHB004604	1047	725	295	473	389	497	432	152	143	355	907	631
CQUJHB016305	760	750	352	655	426	419	525	284	268	362	524	556
CQUJHB000563	12	15	3	15	8	0	8	10	2	0	3	26
CQUJHB012284	5	1	5	1	0	0	37	0	1	3	1	0
CQUJHB014858	15	0	4	0	0	9	1	4	7	0	8	3
CQUJHB005810	43	3	3	3	0	0	7	2	7	0	5	13
CQUJHB016581	83	98	44	45	35	12	53	10	31	49	68	96
CQUJHB012804	1076	844	427	707	621	430	685	261	291	530	535	1399
CQUJHB001960	65	83	12	18	11	20	46	14	30	37	101	53
CQUJHB018418	45	34	57	81	100	57	91	42	46	56	73	98
CQUJHB011240	353	229	78	106	125	78	95	46	97	97	321	230
CQUJHB015933	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004216	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012229	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005101	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002821	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002129	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001523	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015619	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017736	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002998	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004117	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005680	14	6	0	0	0	8	0	0	0	5	0	11
CQUJHB011908	854	90	169	63	231	677	208	37	77	433	968	11695
CQUJHB010826	2049	2681	1046	2103	1754	1208	1981	1101	974	2770	1483	1496
CQUJHB003239	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008241	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012257	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012551	0	0	0	0	0	7	0	0	0	0	0	0
CQUJHB004835	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014814	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014787	29	0	2	6	1	0	11	0	1	0	2	11
CQUJHB016033	118	58	114	187	96	75	103	106	110	176	51	39
CQUJHB016259	207	134	90	129	59	103	123	36	48	67	119	103
CQUJHB018323	291	271	73	233	161	127	167	45	50	120	301	176
CQUJHB005160	7	8	0	0	0	0	0	1	0	3	0	5
CQUJHB009505	30	27	8	22	17	26	23	3	9	8	23	25
CQUJHB017393	246	132	85	121	63	98	111	43	54	76	127	122
CQUJHB013651	161	203	107	171	192	74	189	98	125	172	164	126
CQUJHB000579	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000893	124	80	10	58	35	40	45	15	29	47	102	46
CQUJHB012419	2563	2207	3775	3893	2881	1958	3215	3052	2754	3540	1499	2217
CQUJHB000381	4	6	1	4	10	0	10	3	8	3	3	0
CQUJHB014460	0	0	0	0	0	8	0	0	0	0	0	0
CQUJHB020386	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000311	337	198	105	237	218	173	207	67	35	166	366	178
CQUJHB014234	291	355	121	244	148	74	318	101	113	210	262	252
CQUJHB008527	17	20	17	10	27	7	26	3	5	9	12	27
CQUJHB015641	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012154	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005319	0	0	0	0	0	0	0	0	0	0	0	0
